resp_id,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26
w2022_238,2,2,2,4,4,2,1,2,4,2,4,3,3,1,2,3,3,3,3,3,3,1,3,1,3,1
w2022_239,7,6,3,3,6,5,2,7,2,6,2,5,6,6,5,6,7,5,6,5,7,7,7,7,7,7
w2022_240,6,6,4,5,6,6,6,6,4,5,3,6,6,3,3,5,6,6,6,6,6,6,5,6,5,6
w2022_241,3,4,6,5,3,4,3,5,3,4,4,3,3,6,2,3,4,5,3,5,2,3,6,3,6,6
w2022_242,5,6,6,4,5,5,7,7,3,7,4,5,6,7,7,1,6,4,7,6,6,7,6,6,7,7
w2022_243,6,6,6,4,6,6,6,6,4,4,3,4,5,4,5,3,6,7,6,6,6,6,6,6,6,6
w2022_244,5,6,6,5,4,4,4,7,4,3,3,4,4,5,6,4,5,5,6,5,4,5,5,5,5,7
w2022_245,7,7,5,5,4,4,5,5,3,7,2,7,5,7,7,6,5,4,3,7,5,7,5,7,4,6
w2022_246,7,7,5,3,5,6,7,7,2,4,5,6,6,3,3,4,4,3,6,5,6,3,6,7,6,7
w2022_247,6,7,7,6,5,6,7,7,2,7,3,6,7,7,6,6,7,4,7,6,6,7,6,5,7,7
w2022_248,5,4,5,5,5,3,5,6,4,5,4,6,6,3,6,4,7,6,6,6,6,6,7,7,6,6
w2022_249,6,7,5,3,5,4,7,7,5,5,4,5,6,5,6,6,5,2,7,5,6,6,5,6,6,5
w2022_250,6,6,5,7,6,6,6,6,5,5,4,6,6,4,6,4,6,5,6,6,6,5,6,6,6,5
w2022_251,6,6,4,4,5,2,6,6,2,4,2,3,5,4,4,3,5,4,5,5,5,6,6,4,5,6
w2022_252,6,7,7,7,4,5,6,7,5,4,4,5,6,3,3,5,6,6,5,2,5,4,6,5,5,4
w2022_253,7,7,5,5,7,6,7,7,4,5,2,6,7,5,7,5,3,3,6,5,7,7,4,6,7,7
w2022_254,6,4,2,6,6,6,7,7,4,6,3,4,7,3,6,4,7,3,6,6,7,3,4,5,6,6
w2022_255,5,7,5,4,5,4,6,7,4,4,3,5,6,5,5,4,5,3,6,6,6,3,6,6,7,6
w2022_256,6,6,5,1,5,4,7,6,1,1,3,6,7,1,5,6,6,1,7,6,7,7,5,6,7,6
w2022_257,7,7,6,1,6,4,7,7,1,7,3,4,5,6,7,1,6,2,6,7,7,7,7,7,6,7
w2022_258,5,5,3,7,7,4,6,7,5,5,5,4,6,5,5,5,5,5,6,5,6,5,7,7,6,3
w2022_259,6,7,5,6,5,5,5,6,6,6,5,7,5,4,6,3,3,5,5,4,4,6,4,5,4,5
w2022_260,6,6,5,4,4,5,7,6,4,6,2,7,7,7,5,2,5,3,6,6,6,6,6,6,6,5
w2022_261,6,6,6,6,5,5,6,6,6,4,3,6,6,5,6,6,7,6,7,7,7,4,6,7,7,6
w2022_262,6,6,6,5,4,6,6,6,4,6,4,6,5,6,6,4,5,4,5,5,5,6,6,5,5,6
w2022_263,7,5,2,5,4,4,7,3,5,5,5,6,6,4,2,5,5,4,6,6,6,2,6,6,6,5
