resp_id,wave,bidr_01,bidr_02,bidr_03,bidr_04,bidr_05,bidr_06,bidr_07,bidr_08,bidr_09,bidr_10,bidr_11,bidr_12,bidr_13,bidr_14,bidr_15,bidr_16,bidr_17,bidr_18,bidr_19
w2024_046,2024,5,4,2,4,2,5,2,4,4,6,2,2,7,7,3,2,4,5,3
w2024_047,2024,5,6,4,4,3,5,4,2,4,5,2,4,7,4,4,3,5,5,5
w2024_048,2024,4,6,3,6,4,7,2,2,2,3,3,4,5,2,6,2,5,4,3
w2024_049,2024,6,7,3,7,5,3,3,2,7,4,7,6,5,7,3,4,7,7,5
w2024_050,2024,6,6,1,4,4,7,3,1,1,5,2,2,7,7,4,6,4,3,4
w2024_051,2024,4,4,5,4,5,4,2,2,6,4,3,5,6,3,4,3,4,3,2
w2024_052,2024,6,4,6,3,6,6,6,2,3,5,4,5,6,6,4,2,5,5,3
w2024_053,2024,4,6,2,6,4,7,1,4,5,6,3,4,6,2,4,2,4,2,2
w2024_054,2024,5,5,5,7,6,7,5,7,7,7,5,5,7,1,7,1,7,7,5
w2024_055,2024,6,4,2,3,7,5,5,7,4,6,2,5,7,1,3,2,5,5,5
w2024_056,2024,4,5,4,4,4,7,4,1,3,6,4,7,2,7,4,3,4,7,6
w2024_057,2024,5,4,2,5,5,5,4,4,4,5,2,3,5,7,2,3,5,3,3
w2024_058,2024,4,7,4,7,7,7,7,2,4,4,1,7,5,6,1,4,6,5,2
w2024_059,2024,4,7,5,3,3,5,2,1,4,2,6,2,6,6,2,4,5,4,7
w2024_060,2024,4,7,2,7,2,7,4,6,3,7,1,7,3,7,2,4,4,2,7
w2024_061,2024,4,3,1,7,6,7,2,7,1,7,1,5,7,7,2,6,3,2,7
w2024_062,2024,2,2,3,5,3,6,2,2,2,6,2,6,6,4,2,2,2,4,4
w2024_063,2024,2,4,3,3,2,3,4,5,6,4,1,4,6,4,4,5,5,4,5
w2024_064,2024,5,5,4,3,6,5,5,1,4,4,6,6,7,5,6,4,6,3,5
w2024_065,2024,2,5,7,6,5,5,7,2,5,4,3,6,7,4,5,4,7,7,2
w2024_066,2024,3,7,7,7,7,7,4,3,1,7,1,7,6,7,2,5,1,1,7
w2024_067,2024,6,6,2,4,5,3,6,1,5,5,1,6,1,6,6,3,6,2,3
w2024_068,2024,1,4,1,4,7,4,1,6,4,4,1,1,7,4,4,1,5,6,2
w2024_069,2024,5,6,5,5,3,4,6,2,7,6,3,4,7,3,4,2,6,6,5
w2024_070,2024,3,5,5,4,3,5,5,6,4,6,2,5,5,5,6,3,5,4,4
w2024_071,2024,5,6,5,6,5,5,3,2,5,4,4,4,2,7,4,2,6,4,3
w2024_072,2024,4,5,3,6,5,7,7,1,5,3,2,6,7,7,4,6,5,3,2
w2024_073,2024,5,6,4,6,7,5,3,4,7,7,3,3,7,6,4,4,6,3,2
w2024_074,2024,4,7,3,6,4,6,3,2,4,3,3,5,6,2,5,1,4,2,5
w2024_075,2024,5,5,3,4,5,5,2,1,4,4,5,5,7,5,2,4,5,1,3
w2024_076,2024,4,5,3,7,5,6,4,4,3,7,2,5,7,5,3,3,4,7,5
w2024_077,2024,3,4,4,4,3,5,5,1,3,4,3,4,5,2,5,3,5,6,5
w2024_078,2024,6,5,3,2,4,5,1,1,4,3,1,7,2,7,6,1,6,6,5
w2024_079,2024,5,5,5,6,3,4,6,4,3,7,2,6,6,5,5,5,6,6,4
w2024_080,2024,5,7,3,3,7,6,5,6,5,7,5,2,7,2,5,5,6,3,2
w2024_081,2024,5,5,4,5,5,7,5,6,6,4,5,4,7,4,3,4,5,5,3
w2024_082,2024,2,5,2,6,2,6,4,2,1,6,1,4,7,7,4,4,4,3,5
w2024_083,2024,7,5,7,7,4,7,4,4,3,7,2,5,7,1,4,1,7,4,7
w2024_084,2024,4,4,3,4,5,4,3,6,4,4,3,5,7,4,5,4,5,3,4
w2024_085,2024,4,6,5,3,4,7,6,2,4,5,5,3,7,2,4,4,5,4,5
w2024_086,2024,3,7,6,7,6,7,5,6,1,7,1,7,7,4,3,5,4,3,7
w2024_087,2024,4,5,3,5,5,7,5,2,4,5,4,5,5,3,4,2,5,5,3
w2024_088,2024,5,6,2,6,3,6,5,3,2,7,1,7,5,2,4,3,3,3,6
w2024_089,2024,6,6,5,6,5,6,4,6,1,7,3,4,7,5,5,2,2,1,7
w2024_090,2024,4,4,3,3,5,4,3,3,3,6,4,4,6,4,4,5,5,3,5
w2024_091,2024,4,3,4,5,5,5,4,3,4,4,6,4,5,3,3,4,5,5,5
w2024_092,2024,4,7,2,6,4,6,4,1,4,2,2,6,7,4,4,5,4,4,4
w2024_093,2024,6,5,2,5,5,7,4,7,5,6,3,5,7,3,6,3,5,3,5
w2024_094,2024,4,6,2,2,6,6,2,3,6,3,6,5,7,1,2,6,6,3,2
w2024_095,2024,5,5,3,6,3,5,5,3,1,5,3,6,6,6,4,5,5,5,5
w2024_096,2024,5,6,1,4,6,7,4,1,4,4,1,4,6,4,4,1,4,3,4
w2024_097,2024,5,5,2,6,3,5,4,4,2,6,2,5,5,5,5,4,5,3,5
w2024_098,2024,6,7,5,5,6,5,1,3,6,1,6,1,7,1,2,3,6,7,3
w2024_099,2024,4,7,1,3,5,6,3,4,6,3,5,2,5,7,3,3,5,1,7
w2024_100,2024,2,7,1,5,1,6,3,7,1,7,1,7,6,7,1,1,5,3,7
w2024_101,2024,7,7,6,5,5,3,4,2,4,5,2,2,7,1,4,2,6,7,3
w2024_102,2024,6,4,4,6,4,6,5,6,4,6,4,2,7,5,3,4,5,4,5
w2024_103,2024,6,5,2,4,5,2,5,4,6,3,5,4,5,1,7,3,6,7,2
w2024_104,2024,4,4,5,4,4,3,5,6,6,5,4,3,6,6,5,3,5,6,2
w2024_105,2024,5,5,3,4,6,5,5,4,4,6,3,5,6,4,5,3,4,6,3
w2024_106,2024,4,6,2,2,2,7,4,4,4,3,2,4,7,4,1,5,5,4,6
w2024_107,2024,6,5,3,6,2,2,5,4,2,5,3,2,4,5,7,2,6,6,3
w2024_108,2024,5,5,3,5,4,6,3,2,4,4,4,4,4,4,4,4,4,4,4
w2024_109,2024,5,2,3,5,7,5,3,3,5,2,7,3,7,2,4,1,6,7,2
w2024_110,2024,6,5,6,5,4,5,5,7,6,7,6,7,7,5,4,5,6,6,5
w2024_111,2024,4,5,7,2,4,6,4,6,5,5,5,2,6,7,1,2,5,2,3
w2024_112,2024,4,6,2,7,2,6,6,4,5,6,2,6,7,7,4,2,2,5,6
w2024_113,2024,6,5,2,3,5,4,3,4,5,5,2,5,7,2,5,3,5,4,2
w2024_114,2024,4,1,6,7,7,4,1,7,1,7,1,7,4,5,7,1,1,7,1
w2024_115,2024,4,7,1,4,3,6,5,6,2,7,2,4,7,1,4,6,4,1,7
w2024_116,2024,4,7,3,7,4,5,4,4,4,5,2,5,7,7,3,7,4,4,5
w2024_117,2024,5,5,3,6,5,6,3,3,3,5,2,5,7,3,4,4,4,2,3
w2024_118,2024,5,3,5,2,6,6,4,3,5,4,5,3,6,6,4,2,6,6,5
w2024_119,2024,4,6,4,6,3,5,4,6,5,4,2,6,6,5,5,2,5,5,4
w2024_120,2024,4,2,4,1,2,2,3,5,6,5,6,4,7,1,6,1,5,6,3
w2024_121,2024,3,7,1,7,5,7,6,4,4,3,1,5,7,6,3,5,6,1,2
w2024_122,2024,4,7,1,5,3,4,2,7,4,7,1,7,7,7,1,3,3,5,5
w2024_123,2024,7,5,7,2,7,4,7,1,1,3,7,1,1,7,4,1,7,7,4
w2024_124,2024,5,6,2,5,3,5,5,2,3,2,6,2,7,7,5,5,3,7,5
w2024_125,2024,4,4,3,4,5,4,3,4,4,2,4,5,6,2,4,3,4,4,3
w2024_126,2024,4,5,2,7,2,6,1,3,1,7,1,6,6,7,1,4,3,2,7
w2024_127,2024,4,6,2,5,3,7,2,4,4,5,1,7,7,2,3,3,5,2,6
w2024_128,2024,4,2,2,4,6,5,5,6,5,3,6,1,7,5,4,3,5,3,3
w2024_129,2024,2,7,1,5,5,2,6,4,5,7,1,3,7,6,2,6,2,4,2
w2024_130,2024,4,5,2,6,5,6,5,1,2,5,3,5,7,5,3,3,5,2,4
w2024_131,2024,3,2,3,5,6,2,2,4,4,2,2,5,6,5,5,3,5,4,6
w2024_132,2024,6,3,4,4,5,4,5,2,5,4,4,5,5,3,5,2,5,5,3
w2024_133,2024,5,6,1,7,2,6,3,3,4,6,3,7,7,3,4,2,4,3,5
w2024_134,2024,5,5,3,4,5,6,6,3,4,5,3,5,6,5,5,3,5,3,2
w2024_135,2024,5,2,5,3,5,5,3,4,3,4,3,5,5,5,3,2,4,5,5
w2024_136,2024,4,4,4,6,5,5,6,2,3,6,7,6,6,5,4,4,5,5,6
w2024_137,2024,6,6,2,6,6,6,4,3,5,4,5,3,7,2,3,5,5,1,5
w2024_138,2024,5,5,4,5,5,2,2,3,5,4,2,2,7,4,6,3,5,6,2
w2024_139,2024,2,5,7,6,2,7,2,1,1,7,1,6,6,6,2,5,2,1,6
w2024_140,2024,4,2,4,6,2,3,5,4,5,7,1,7,5,3,6,2,6,6,5
w2024_141,2024,7,6,2,3,3,4,6,2,3,5,4,6,5,3,6,4,6,4,2
w2024_142,2024,4,6,5,7,7,7,3,4,4,7,5,5,7,7,6,3,5,4,7
w2024_143,2024,3,5,1,6,2,6,2,1,5,7,5,6,7,6,2,2,4,1,7
w2024_144,2024,4,6,4,7,4,7,4,4,4,4,4,2,7,7,4,5,5,6,4
w2024_145,2024,1,5,2,7,6,5,6,7,1,7,4,6,7,7,4,2,4,3,5
w2024_146,2024,6,5,4,6,5,6,5,3,4,7,4,2,7,6,5,3,6,7,2
w2024_147,2024,4,5,2,5,4,4,4,7,4,3,4,4,6,6,6,4,3,3,2
w2024_148,2024,5,3,5,6,4,4,2,5,6,2,4,7,7,6,4,2,4,3,4
w2024_149,2024,6,4,4,4,3,5,5,6,3,5,4,4,7,4,2,4,4,7,5
w2024_150,2024,5,5,4,6,7,2,1,4,7,5,3,2,7,1,6,1,7,6,2
w2024_151,2024,4,6,1,5,6,6,2,1,1,6,1,2,7,3,1,1,4,6,6
w2024_152,2024,5,4,3,6,2,7,4,6,3,4,3,4,7,6,2,2,5,3,6
w2024_153,2024,2,5,3,6,7,5,2,1,4,6,5,6,7,6,4,2,2,6,4
w2024_154,2024,4,6,4,6,3,6,6,2,5,6,2,4,5,6,4,5,4,3,6
w2024_155,2024,3,5,2,7,4,7,7,4,2,7,1,4,4,2,4,4,3,2,6
w2024_156,2024,2,6,1,7,3,4,2,3,4,6,2,6,5,2,3,4,6,2,5
w2024_157,2024,7,5,3,5,1,7,5,1,2,7,4,5,7,2,1,1,6,4,7
w2024_158,2024,5,2,2,6,4,6,4,6,7,4,2,5,4,6,4,4,5,4,5
w2024_159,2024,7,7,2,6,2,7,1,4,1,7,2,7,7,6,1,6,1,4,6
w2024_160,2024,6,5,6,4,7,6,6,3,6,7,6,2,7,7,5,5,7,6,2
w2024_161,2024,4,5,2,2,6,6,2,6,6,3,1,5,7,6,2,2,6,6,6
w2024_162,2024,4,6,3,5,5,7,6,3,3,5,1,6,6,5,4,2,3,3,6
w2024_163,2024,3,4,6,7,4,7,7,1,5,7,2,7,7,1,1,5,4,7,7
w2024_164,2024,2,6,7,7,6,7,2,2,3,7,1,7,5,4,1,3,4,2,2
w2024_165,2024,5,5,1,5,5,4,3,1,5,5,1,5,7,6,2,2,6,2,3
w2024_166,2024,5,6,2,2,1,6,2,6,3,7,2,2,4,2,6,3,5,3,6
w2024_167,2024,1,6,7,1,7,2,2,1,7,5,3,1,7,7,5,2,5,7,2
w2024_168,2024,4,5,2,2,2,2,2,4,4,5,2,5,6,4,5,3,4,4,6
w2024_169,2024,3,5,3,7,3,7,1,6,1,7,1,5,7,6,1,3,2,1,7
w2024_170,2024,4,2,1,4,3,4,5,6,5,7,4,5,7,7,5,5,5,5,3
w2024_171,2024,4,6,1,4,4,7,4,4,2,7,1,7,4,4,4,5,3,1,4
w2024_172,2024,5,7,1,4,5,6,3,7,6,7,1,7,7,6,3,2,5,1,1
w2024_173,2024,5,5,3,4,6,4,3,3,4,5,5,4,7,4,6,3,4,5,4
w2024_174,2024,7,6,6,1,2,5,1,6,1,7,1,2,7,2,1,5,6,6,7
w2024_175,2024,4,6,3,6,5,5,3,5,4,5,4,5,5,3,1,4,5,4,5
w2024_176,2024,5,2,4,6,5,6,6,4,4,5,3,5,6,6,3,3,3,6,3
w2024_177,2024,4,7,5,5,7,7,3,7,7,7,4,5,7,4,5,1,4,1,1
w2024_178,2024,6,6,6,7,3,3,5,6,2,7,4,5,7,7,3,3,5,3,6
w2024_179,2024,4,7,7,3,2,2,1,5,2,4,1,7,7,4,6,1,3,7,4
w2024_180,2024,6,5,2,3,5,5,3,4,4,4,4,6,6,3,2,4,5,3,3
w2024_181,2024,5,4,6,5,3,5,5,4,2,5,1,6,3,3,2,6,3,4,6
w2024_182,2024,3,5,3,5,6,5,3,5,4,4,5,6,7,3,3,3,4,1,3
w2024_183,2024,6,7,6,1,7,4,6,1,3,7,3,4,7,1,3,2,6,5,2
w2024_184,2024,4,2,1,7,5,5,1,1,7,6,5,1,7,7,1,1,7,1,2
w2024_185,2024,5,4,1,4,2,6,6,4,4,7,2,7,7,7,5,6,5,1,4
w2024_186,2024,4,7,5,5,5,5,6,5,7,7,5,6,6,5,1,1,6,4,7
w2024_187,2024,6,6,3,3,6,6,5,4,5,7,3,3,6,5,5,3,6,6,3
w2024_188,2024,4,5,6,5,5,3,3,4,4,4,5,3,4,5,5,3,3,4,3
w2024_189,2024,4,7,1,4,3,5,1,5,4,6,3,7,7,4,4,4,3,3,5
w2024_190,2024,5,6,3,7,5,6,4,3,5,6,3,5,6,1,3,3,4,3,5
w2024_191,2024,4,7,7,2,7,7,7,5,7,5,4,3,5,5,6,2,4,7,1
w2024_192,2024,7,4,6,2,7,7,7,1,3,3,1,1,7,6,7,4,6,7,1
w2024_193,2024,4,7,4,7,4,7,4,4,4,5,4,5,7,5,4,5,4,5,4
w2024_194,2024,4,5,3,3,4,4,4,5,5,4,4,4,7,4,4,4,4,3,3
w2024_195,2024,6,3,5,3,6,4,6,2,6,4,3,2,5,4,6,4,5,6,2
w2024_196,2024,4,5,2,6,3,5,4,2,3,4,6,6,5,5,4,2,5,6,3
w2024_197,2024,6,2,6,2,6,6,6,2,4,7,5,7,5,4,3,5,6,6,2
w2024_198,2024,1,7,4,7,6,1,7,1,4,7,1,4,7,7,5,4,1,7,4
w2024_199,2024,7,3,4,3,6,4,3,2,5,3,4,2,7,6,4,2,6,6,2
w2024_200,2024,5,7,4,6,4,6,4,1,3,5,3,6,6,4,4,5,4,5,5
w2024_201,2024,4,6,2,7,4,7,4,7,4,6,2,6,7,6,2,4,5,6,7
w2024_202,2024,6,3,5,1,6,6,4,1,7,2,7,1,7,6,4,3,6,7,2
w2024_203,2024,5,7,2,5,6,6,5,4,7,7,4,5,7,5,3,3,5,5,5
w2024_204,2024,5,5,3,4,5,3,5,4,3,5,3,5,4,1,4,3,6,2,4
w2024_205,2024,3,4,2,4,3,4,1,4,3,4,4,5,7,4,2,3,2,2,4
w2024_206,2024,5,5,1,3,6,6,5,7,4,5,1,3,6,7,5,4,5,2,4
w2024_207,2024,6,6,4,5,5,5,4,2,4,5,5,5,5,5,4,3,5,5,3
w2024_208,2024,5,4,4,4,2,6,3,1,1,7,5,3,7,6,4,3,3,5,5
w2024_209,2024,4,3,3,4,3,5,4,6,4,5,3,4,5,7,3,4,4,4,4
w2024_210,2024,2,3,2,6,4,5,4,1,5,7,2,5,6,3,5,6,2,2,5
w2024_211,2024,4,5,2,6,5,6,4,6,4,5,2,5,6,4,3,4,5,3,5
w2024_212,2024,5,5,3,4,5,5,4,5,3,3,5,3,7,3,5,3,5,2,2
w2024_213,2024,5,5,2,6,5,5,6,5,6,6,5,5,7,5,5,5,4,3,4
w2024_214,2024,3,3,3,5,3,5,3,5,3,3,3,5,7,2,3,2,5,3,3
w2024_215,2024,5,5,1,3,4,5,2,2,5,7,3,1,5,6,4,5,6,2,2
w2024_216,2024,4,1,3,4,4,5,1,2,4,4,3,5,5,6,4,3,5,2,5
w2024_217,2024,6,6,5,5,6,5,7,5,4,3,3,5,5,6,4,3,5,7,2
w2024_218,2024,3,7,3,4,3,6,2,2,7,5,1,5,7,6,5,5,4,6,6
w2024_219,2024,5,5,1,4,5,7,3,6,5,4,3,3,7,7,1,1,5,2,5
w2024_220,2024,6,4,6,5,5,5,6,5,6,6,4,2,7,6,2,4,5,3,2
w2024_221,2024,6,4,2,5,2,6,5,4,5,6,1,6,6,5,1,2,6,2,5
w2024_222,2024,4,5,5,3,4,5,3,2,6,4,4,3,7,2,6,2,4,6,1
w2024_223,2024,4,5,1,3,4,5,2,3,5,4,4,5,7,7,4,2,4,1,4
w2024_224,2024,4,6,2,2,7,2,2,1,4,2,4,1,7,4,5,2,4,6,1
w2024_225,2024,4,5,4,3,5,6,3,2,4,2,7,6,7,3,2,2,4,6,2
w2024_226,2024,5,7,3,5,4,5,2,5,6,7,2,3,7,7,1,3,5,2,2
w2024_227,2024,6,2,1,5,5,5,4,1,6,1,3,3,7,4,4,2,5,3,4
w2024_228,2024,5,4,6,7,4,7,4,1,4,6,3,4,7,6,2,5,5,2,2
w2024_229,2024,4,2,1,7,4,7,4,1,6,3,4,2,7,7,4,1,7,7,4
w2024_230,2024,6,5,1,2,4,4,4,2,6,4,2,6,7,1,4,4,4,3,4
w2024_231,2024,5,5,3,3,5,5,6,5,5,5,4,3,7,2,4,4,5,3,2
w2024_232,2024,5,7,1,7,5,5,2,7,2,7,3,5,7,1,4,1,6,1,3
w2024_233,2024,3,6,1,1,3,4,1,7,2,5,1,5,5,5,2,4,3,2,5
w2024_234,2024,3,4,4,4,6,3,4,1,7,4,5,4,7,4,4,3,5,4,4
w2024_235,2024,5,7,2,6,7,7,1,3,2,6,1,5,7,1,1,3,3,1,6
w2024_236,2024,5,3,1,4,6,7,5,7,1,7,1,7,7,7,5,3,5,3,6
w2024_237,2024,4,3,4,4,5,5,4,4,3,4,4,4,7,7,4,3,4,7,5
w2024_238,2024,6,3,3,5,6,2,3,6,7,3,4,5,2,5,6,2,5,5,3
w2024_239,2024,6,2,1,1,6,6,3,6,6,7,2,4,6,3,2,2,5,2,3
w2024_240,2024,6,7,4,4,5,1,3,2,5,4,3,1,7,4,6,2,6,5,4
w2024_241,2024,3,5,2,5,5,6,3,4,5,7,3,4,4,3,3,2,2,2,3
w2024_242,2024,4,5,3,5,5,5,4,7,4,5,2,5,7,7,4,4,3,5,2
w2024_243,2024,4,4,6,2,5,6,3,2,7,6,3,7,7,1,4,2,4,3,2
w2024_244,2024,5,5,2,6,6,2,4,5,6,4,2,5,7,7,2,1,4,6,6
w2024_245,2024,5,4,5,5,2,6,4,1,1,7,4,7,4,7,4,2,4,6,4
w2024_246,2024,7,1,7,2,5,4,6,2,4,7,7,1,7,1,1,5,7,7,4
w2024_247,2024,7,5,6,4,6,3,3,4,4,5,5,5,4,6,7,3,5,6,2
w2024_248,2024,5,7,1,5,5,7,2,2,6,7,2,5,7,5,4,3,3,2,7
w2024_249,2024,5,5,2,5,4,6,4,5,4,5,4,5,6,5,3,4,5,3,6
w2024_250,2024,3,5,2,6,5,6,4,3,4,6,3,6,7,6,3,4,3,4,3
w2024_251,2024,5,6,5,6,2,1,5,1,4,6,2,1,4,2,7,2,6,6,2
w2024_252,2024,4,5,3,6,3,5,3,6,2,3,2,2,6,6,5,4,4,5,4
w2024_253,2024,6,3,4,5,6,5,6,1,4,5,3,5,6,2,4,3,6,4,5
w2024_254,2024,5,6,3,7,5,5,4,4,4,7,3,5,7,7,4,5,4,5,3
w2024_255,2024,4,4,3,3,5,4,3,3,5,4,6,4,6,6,6,2,6,7,2
w2024_256,2024,4,4,5,2,4,5,4,3,4,3,4,3,3,4,2,3,6,5,3
w2024_257,2024,3,7,2,5,5,7,2,2,2,5,2,6,5,4,4,6,3,2,5
w2024_258,2024,4,6,1,3,4,7,5,6,5,7,5,5,7,4,1,4,6,5,6
w2024_259,2024,5,7,1,1,4,7,5,1,3,4,1,3,7,6,1,6,5,1,4
w2024_260,2024,3,6,5,6,7,7,5,7,5,7,4,6,7,6,4,5,6,4,6
w2024_261,2024,6,6,7,4,3,3,3,7,1,2,2,4,7,4,3,2,6,7,4
w2024_262,2024,4,2,5,7,4,7,4,1,4,3,1,2,6,5,4,2,5,2,7
w2024_263,2024,6,6,6,2,6,6,6,4,4,4,4,4,7,2,6,4,6,4,2
w2024_264,2024,4,6,1,4,4,4,2,2,4,4,5,4,6,6,4,5,4,2,4
w2024_265,2024,3,5,4,6,3,4,3,6,2,4,2,5,4,5,4,4,4,5,5
w2024_266,2024,6,2,5,5,7,5,7,7,7,2,2,7,7,5,2,2,7,7,5
w2024_267,2024,6,5,4,4,5,3,3,1,4,5,3,5,7,3,4,1,6,7,5
w2024_268,2024,4,3,4,2,5,4,3,3,4,3,5,3,7,1,5,2,5,5,3
w2024_269,2024,7,4,7,4,7,5,7,1,1,7,7,7,1,7,4,4,7,7,7
w2024_270,2024,3,5,2,5,3,5,2,6,3,7,2,6,7,6,3,3,3,3,5
w2024_271,2024,5,3,5,5,6,2,5,6,3,2,3,1,7,7,6,1,6,6,3
w2024_272,2024,6,4,4,6,1,7,7,5,4,6,3,2,6,6,5,3,4,4,2
w2024_273,2024,4,5,2,1,7,7,4,1,4,5,3,7,7,2,4,2,4,3,4
w2024_274,2024,3,4,6,6,6,5,6,2,5,4,4,3,7,5,2,4,5,6,3
w2024_275,2024,4,3,6,5,6,5,2,1,5,2,4,5,1,2,5,1,6,6,2
w2024_276,2024,6,5,5,2,2,5,5,3,1,7,1,7,7,3,1,3,6,2,7
w2024_277,2024,6,6,1,5,4,5,2,4,2,5,2,7,7,1,2,4,2,2,6
w2024_278,2024,5,5,4,3,3,5,3,4,4,6,3,5,6,4,3,3,4,6,4
w2024_279,2024,6,3,3,5,4,5,4,4,5,5,4,5,6,5,4,5,5,4,4
w2024_280,2024,6,4,2,2,7,5,6,5,3,4,4,2,7,6,4,3,5,5,4
w2024_281,2024,3,5,3,6,5,5,3,3,4,5,3,5,6,1,5,3,6,2,6
w2024_282,2024,5,7,5,3,6,6,5,6,6,3,5,4,7,5,3,4,5,4,3
w2024_283,2024,5,6,6,2,4,7,4,4,5,7,3,4,6,5,4,2,4,7,3
w2024_284,2024,6,6,4,4,5,4,6,4,2,6,2,3,5,3,1,3,5,3,4
w2024_285,2024,4,7,4,3,6,7,2,2,1,3,1,3,7,1,6,3,6,2,3
w2024_286,2024,3,3,2,6,4,6,3,3,1,6,2,6,7,2,5,3,3,2,5
w2024_287,2024,5,5,3,4,6,6,4,4,5,4,4,4,7,7,4,4,5,3,4
w2024_288,2024,5,7,1,6,2,6,2,4,1,6,1,6,6,4,4,5,2,2,4
w2024_289,2024,6,4,2,3,6,5,2,6,3,6,2,2,6,2,3,3,5,3,5
w2024_290,2024,5,4,3,5,5,4,4,2,5,4,5,4,7,6,4,3,5,3,4
w2024_291,2024,4,7,1,7,5,6,5,6,1,2,2,5,5,7,4,5,5,1,5
w2024_292,2024,4,2,1,7,4,7,6,2,4,6,1,4,7,1,1,4,4,1,1
w2024_293,2024,5,5,2,4,6,5,6,7,4,6,4,6,7,6,5,4,6,5,2
w2024_294,2024,7,7,1,3,7,7,3,1,5,2,7,1,7,1,6,3,4,1,1
w2024_295,2024,3,7,1,4,4,6,2,4,4,4,2,2,7,1,3,1,2,2,4
w2024_296,2024,4,6,7,4,3,4,2,6,7,7,3,3,7,2,4,4,3,1,3
w2024_297,2024,5,6,2,6,4,6,4,3,3,7,4,4,6,6,3,1,6,3,6
w2024_298,2024,4,4,4,5,5,6,4,3,3,2,4,2,7,5,2,3,5,4,4
w2024_299,2024,5,7,3,7,7,7,7,5,5,7,2,7,5,7,1,5,5,3,2
w2024_300,2024,5,7,4,6,5,6,4,4,3,6,2,5,6,5,4,3,4,4,3
w2024_301,2024,5,4,4,4,5,3,6,1,6,4,6,1,7,5,7,2,7,5,3
w2024_302,2024,4,7,2,4,4,7,3,3,4,7,5,4,6,5,5,4,5,2,3
w2024_303,2024,5,7,5,7,6,6,4,6,4,6,3,5,7,6,4,4,5,3,5
w2024_304,2024,4,5,2,4,4,5,3,3,4,3,4,3,4,4,3,4,5,5,2
w2024_305,2024,7,2,5,2,5,1,5,1,1,2,3,2,1,4,6,2,6,5,3
w2024_306,2024,4,2,5,5,7,6,4,7,7,7,4,3,7,1,6,2,6,7,6
w2024_307,2024,5,5,3,3,5,5,3,3,5,6,4,3,6,6,4,3,5,3,4
w2024_308,2024,6,6,6,5,6,6,6,5,5,5,5,5,4,7,6,6,5,5,6
w2024_309,2024,5,4,3,4,5,5,3,2,4,4,4,2,4,5,2,4,4,4,3
w2024_310,2024,3,3,1,7,3,5,1,2,1,3,1,7,7,7,3,7,4,1,4
w2024_311,2024,2,3,4,5,6,6,6,3,5,3,5,2,6,2,3,2,5,3,2
w2024_312,2024,5,3,7,6,4,5,2,7,2,6,7,6,3,6,6,2,6,1,2
w2024_313,2024,5,6,7,7,4,4,3,1,4,7,3,5,7,3,4,3,3,3,4
w2024_314,2024,4,7,2,6,6,5,2,5,1,6,2,5,7,6,3,2,5,2,4
w2024_315,2024,5,6,3,5,6,6,3,3,5,4,4,5,7,1,5,2,5,2,6
w2024_316,2024,4,6,2,6,2,7,7,4,1,6,2,7,6,5,2,3,5,3,6
w2024_317,2024,4,5,4,4,6,4,3,5,2,5,2,5,6,2,5,2,5,4,5
w2024_318,2024,5,5,2,5,6,5,5,2,2,2,3,2,7,3,2,4,6,4,5
w2024_319,2024,5,6,1,4,4,5,3,6,2,6,2,5,5,5,2,3,3,1,5
w2024_320,2024,5,7,4,4,6,6,4,6,6,5,3,5,7,2,4,5,4,4,4
w2024_321,2024,3,7,2,7,6,7,4,1,6,4,3,4,7,7,1,4,5,3,4
w2024_322,2024,5,4,2,4,3,5,3,4,5,5,3,3,6,4,3,5,5,3,3
w2024_323,2024,4,7,6,6,7,6,5,4,4,6,5,5,5,4,5,3,5,6,4
w2024_324,2024,4,5,2,4,2,7,1,3,1,7,1,7,7,5,5,2,1,1,5
w2024_325,2024,7,6,6,2,6,4,5,2,6,7,5,3,7,2,7,4,6,7,4
w2024_326,2024,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,5,4
w2024_327,2024,4,6,4,4,3,6,4,6,4,6,2,5,5,6,4,4,4,6,4
w2024_328,2024,6,6,1,6,6,5,4,4,5,6,1,6,7,7,3,2,4,5,3
w2024_329,2024,6,4,3,5,7,5,5,2,4,6,3,7,6,6,5,2,4,2,1
w2024_330,2024,5,6,6,6,3,6,4,2,2,6,2,5,7,6,4,3,5,4,5
w2024_331,2024,4,5,3,5,3,5,5,4,3,3,5,3,7,2,3,5,5,3,5
w2024_332,2024,4,5,4,4,5,4,3,3,6,3,5,4,7,4,6,2,5,5,1
w2024_333,2024,5,4,3,6,2,7,3,2,4,2,2,5,6,3,2,1,3,7,2
w2026_001,2026,4,7,1,7,5,6,3,2,5,6,2,7,7,7,1,2,5,6,3
w2026_002,2026,4,6,5,5,6,4,6,4,2,5,5,5,7,5,3,4,6,4,2
w2026_003,2026,5,3,1,7,3,4,4,4,4,5,4,7,7,7,5,5,5,2,6
w2026_004,2026,6,3,4,5,6,4,4,4,4,5,4,3,6,5,5,4,5,6,3
w2026_005,2026,5,5,2,6,6,6,5,7,3,6,2,6,7,6,4,2,3,3,3
w2026_006,2026,6,5,2,6,7,6,6,1,7,7,7,5,7,1,5,4,6,4,5
w2026_007,2026,4,6,1,7,4,6,5,3,4,6,4,5,7,4,2,6,6,1,3
