resp_id,wave,datum,pohlavi,rok_narozeni,obor1,obor2,zkusenost,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,item_21,item_22,item_23,item_24,item_25,item_26
w2023_117,2023,2023-02-17,Žena,2000,Chemie se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,False,5,7,5,7,4,5,7,7,5,6,2,3,3,6,5,7,5,3,6,7,5,7,6,7,6,7
w2023_118,2023,2023-02-17,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,6,6,6,6,5,6,6,4,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
w2023_119,2023,2023-02-17,Žena,2001,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,7,7,6,4,5,7,7,4,6,3,5,6,5,6,7,7,6,6,5,5,5,6,6,4,3
w2023_120,2023,2023-02-17,Žena,2001,Ruský jazyk se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,6,7,5,5,5,5,7,5,6,7,5,6,6,7,5,5,6,7,7,6,7,6,7,7,7,6
w2023_121,2023,2023-02-17,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Fyzika se zaměřením na vzdělávání,True,7,7,3,5,6,7,7,7,5,6,6,2,4,6,4,3,5,5,6,4,4,7,7,7,5,7
w2023_122,2023,2023-02-17,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,7,6,5,3,5,5,7,7,6,4,4,4,6,5,5,4,6,5,6,6,6,6,7,7,6,7
w2023_123,2023,2023-02-17,Žena,2000,Český jazyk a literatura se zaměřením na vzdělávání,Chemie se zaměřením na vzdělávání,True,7,7,4,4,3,7,7,7,4,7,4,4,4,7,7,7,7,7,7,5,7,7,7,7,4,7
w2023_124,2023,2023-02-17,Žena,2001,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,7,5,5,5,5,6,4,2,4,2,5,6,4,4,5,5,5,6,6,6,5,6,5,6,2
w2023_125,2023,2023-02-17,Žena,2001,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,7,5,4,7,6,7,3,6,4,4,5,7,6,7,6,5,5,4,4,6,7,7,5,6
w2023_126,2023,2023-02-18,Žena,2001,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,False,7,7,6,7,6,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
w2023_127,2023,2023-02-18,Žena,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,7,6,4,6,6,7,7,7,3,5,5,5,4,5,5,5,6,2,5,6,6,7,7,7,6,7
w2023_128,2023,2023-02-19,Žena,2001,Německý jazyk se zaměřením na vzdělávání,,False,6,5,4,4,4,5,5,5,4,4,5,3,6,4,5,5,5,5,5,5,5,5,5,5,5,5
w2023_129,2023,2023-02-19,Muž,2000,Fyzika se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,7,7,4,5,4,4,7,7,4,4,5,7,5,4,4,7,6,7,7,7,7,7,7,7,7,7
w2023_130,2023,2023-02-19,Žena,2000,Hudební výchova se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,6,7,7,5,5,6,5,7,4,7,3,4,4,7,7,7,5,1,2,3,3,4,4,4,4,6
w2023_131,2023,2023-02-21,Žena,2002,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,6,4,5,5,6,7,7,5,7,6,7,7,7,5,6,7,5,7,7,7,7,7,7,7,4
w2023_132,2023,2023-02-22,Muž,1997,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,7,5,7,5,6,7,7,7,7,6,4,6,7,6,7,6,6,6,6,7,6,6,6,6,6
w2023_133,2023,2023-02-23,Muž,2001,Český jazyk a literatura se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,5,5,4,6,7,7,2,4,5,6,6,6,4,4,5,5,7,6,5,6,6,4,6,7
w2023_134,2023,2023-02-25,Muž,2001,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,6,4,5,6,5,5,6,4,5,2,7,6,6,5,7,5,4,7,7,7,6,5,5,7,7
w2023_135,2023,2023-02-26,Muž,2000,Dějepis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,5,6,6,5,5,6,6,7,6,5,6,6,6,5,5,4,6,5,6,7,7,5,5,7,7,6
w2023_136,2023,2023-02-28,Žena,2000,Speciální pedagogika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,6,5,4,6,7,7,4,7,5,6,4,5,7,7,6,6,4,4,7,7,7,7,5,7
w2023_137,2023,2023-03-01,Žena,2001,Německý jazyk se zaměřením na vzdělávání,Základy společenských věd se zaměřením na vzdělávání,True,7,7,6,5,5,7,7,7,5,7,4,5,4,7,5,3,6,5,5,6,5,5,7,7,6,6
w2023_138,2023,2023-03-02,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,6,3,3,3,6,7,3,5,3,4,4,6,5,6,5,4,5,6,6,6,6,6,6,6
w2023_139,2023,2023-03-02,Žena,2000,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,7,7,7,4,6,7,7,7,4,7,5,6,5,7,7,7,5,6,6,6,5,7,7,7,7,7
w2023_140,2023,2023-03-03,Muž,2000,Chemie se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,False,7,6,6,3,4,6,7,7,1,6,3,6,7,5,5,5,6,4,7,5,7,7,6,6,6,7
w2023_141,2023,2023-03-03,Žena,2001,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,6,4,7,7,7,4,7,4,5,3,7,5,7,5,5,5,6,7,7,7,7,6,7
w2023_142,2023,2023-03-03,Žena,1999,Německý jazyk se zaměřením na vzdělávání,,True,5,6,5,4,5,6,6,5,2,5,4,6,5,5,6,5,5,3,4,4,4,6,5,5,4,6
w2023_143,2023,2023-03-03,Žena,2001,Německý jazyk se zaměřením na vzdělávání,,True,5,6,3,7,5,5,7,5,5,7,5,6,5,6,3,5,7,7,6,4,5,3,7,4,5,5
w2023_144,2023,2023-03-03,Žena,2000,Přírodopis se zaměřením na vzdělávání,,True,5,6,4,5,5,5,6,5,4,4,3,6,6,5,4,6,5,5,6,6,6,6,6,5,6,5
w2023_145,2023,2023-03-03,Žena,2002,Německý jazyk se zaměřením na vzdělávání,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,True,7,7,4,6,6,7,7,7,6,7,6,4,7,3,2,6,6,7,7,4,7,7,7,7,7,7
w2023_146,2023,2023-03-03,Žena,2000,Anglický jazyk se zaměřením na vzdělávání,,True,6,6,6,4,3,6,6,6,5,7,5,5,5,5,5,3,4,5,4,5,4,6,6,7,5,5
w2023_147,2023,2023-03-06,Žena,2001,Anglický jazyk se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,6,7,4,5,5,6,6,7,4,4,3,5,5,3,3,3,7,5,5,5,5,7,6,5,5,5
w2023_148,2023,2023-03-06,Žena,2002,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,7,7,5,7,7,7,7,7,7,7,7,7,7,5,5,6,7,7,7,7,7,6,7,7,7,7
w2023_149,2023,2023-03-06,Muž,1996,Matematika se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,6,6,6,1,1,6,7,6,3,7,3,7,6,7,7,6,5,6,6,5,6,7,6,5,5,5
w2023_150,2023,2023-03-06,Muž,1998,Dějepis se zaměřením na vzdělávání,,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
w2023_151,2023,2023-03-06,Žena,1998,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,5,5,7,6,6,7,7,6,6,7,6,5,7,4,7,7,6,6,5,7,7,6,7,6,6
w2023_152,2023,2023-03-06,Muž,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,4,7,1,4,7,4,1,7,1,4,5,7,7,7,7,3,4,1,7,7,7,7,7,7
w2023_153,2023,2023-03-06,Žena,2001,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,7,3,3,7,7,7,3,5,2,6,7,6,6,7,6,6,7,5,7,7,7,6,7,7
w2023_154,2023,2023-03-06,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,False,6,6,5,6,5,6,6,6,6,6,5,5,6,6,5,6,7,6,7,6,6,7,7,6,7,7
w2023_155,2023,2023-03-06,Žena,2001,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,6,4,5,4,5,7,7,5,5,4,6,7,6,4,5,7,7,7,7,7,7,7,7,7,7
w2023_156,2023,2023-03-06,Žena,2001,Přírodopis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,False,7,5,4,4,5,4,7,3,3,5,3,4,6,6,7,7,6,2,5,7,4,7,7,7,7,7
w2023_157,2023,2023-03-06,Žena,2001,Anglický jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,7,7,7,7,7,7,4,7,7,7,7,7,5,6,7,7,7,5,7,7,7,7,5,7
w2023_158,2023,2023-03-06,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,False,7,7,7,7,7,7,7,7,6,4,6,5,5,4,4,5,6,5,5,5,5,6,6,7,5,5
w2023_159,2023,2023-03-06,Žena,2001,Matematika se zaměřením na vzdělávání,,False,6,6,4,5,4,6,7,7,4,3,5,6,5,4,4,4,6,5,6,7,6,6,7,5,6,7
w2023_160,2023,2023-03-06,Žena,2001,Základy společenských věd se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,True,7,7,5,7,4,7,3,7,5,3,6,7,6,3,2,7,6,6,7,7,7,6,7,7,6,7
w2023_161,2023,2023-03-06,Muž,2001,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,7,5,7,7,7,3,7,6,7,7,4,2,7,6,6,7,6,7,7,7,7,6,7
w2023_162,2023,2023-03-06,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,True,7,6,5,6,5,6,7,7,4,2,5,6,7,4,2,4,6,7,7,7,7,5,7,7,7,7
w2023_163,2023,2023-03-06,Žena,2001,Anglický jazyk se zaměřením na vzdělávání,,True,6,7,4,5,3,6,6,6,4,4,5,6,6,3,7,7,5,6,5,5,6,7,7,5,6,6
w2023_164,2023,2023-03-06,Žena,1999,Anglický jazyk se zaměřením na vzdělávání,,True,7,6,2,7,6,6,7,7,6,6,7,5,6,5,5,6,6,6,6,5,5,5,7,6,6,5
w2023_165,2023,2023-03-06,Žena,2001,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,6,6,4,6,6,6,7,7,6,5,5,6,6,5,5,5,6,4,6,6,6,6,6,7,7,7
w2023_166,2023,2023-03-06,Muž,2002,Dějepis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,6,6,7,4,5,6,6,7,7,7,1,4,4,5,7,7,5,5,5,6,5,7,6,6,6,6
w2023_167,2023,2023-03-06,Žena,2001,Německý jazyk se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,6,5,3,6,6,4,6,5,4,2,6,5,5,2,2,2,6,6,6,6,7,6,7,7,7,5
w2023_168,2023,2023-03-06,Žena,1998,Přírodopis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,7,7,6,6,6,6,7,7,5,4,5,4,5,4,3,7,6,7,6,6,5,7,5,7,6,7
w2023_169,2023,2023-03-06,Žena,1999,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,6,6,5,6,5,6,7,7,5,5,5,4,5,5,4,4,6,6,5,6,6,6,6,7,6,5
w2023_170,2023,2023-03-06,Žena,2001,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,False,7,7,4,7,6,7,7,6,5,6,5,6,5,6,4,4,6,4,4,6,6,6,7,6,5,7
w2023_171,2023,2023-03-06,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,6,6,4,7,7,7,3,6,6,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7
w2023_172,2023,2023-03-06,Žena,2002,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,6,6,6,5,6,6,6,6,6,4,5,6,7,7,7,6,6,6,6,6,6,6,6,6,6
w2023_173,2023,2023-03-06,Žena,2002,Hudební výchova se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,7,6,7,5,6,7,6,7,5,6,4,4,5,6,3,7,6,5,6,6,6,7,6,7,7,7
w2023_174,2023,2023-03-06,Muž,2001,Zeměpis se zaměřením na vzdělávání,Základy společenských věd se zaměřením na vzdělávání,False,7,7,5,4,4,6,7,7,4,4,4,6,6,4,4,4,4,3,5,6,6,6,4,4,6,7
w2023_175,2023,2023-03-06,Žena,2002,Hudební výchova se zaměřením na vzdělávání,,True,7,7,6,4,3,7,7,7,2,7,3,3,4,7,4,7,5,4,6,5,6,7,7,7,5,7
w2023_176,2023,2023-03-06,Žena,1999,Německý jazyk se zaměřením na vzdělávání,,True,5,5,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,6,5,6,4,5
w2023_177,2023,2023-03-06,Muž,2002,Zeměpis se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,6,7,5,4,5,5,6,6,2,5,5,5,5,6,5,6,5,5,6,6,6,6,7,7,6,6
w2023_178,2023,2023-03-06,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,6,3,7,4,5,7,6,3,6,3,7,2,6,2,7,4,5,6,6,6,7,7,5,7,6
w2023_179,2023,2023-03-06,Žena,2022,Dějepis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,True,4,6,6,7,5,6,7,7,5,5,5,6,6,5,2,3,6,6,6,7,6,5,7,6,5,3
w2023_180,2023,2023-03-06,Muž,1997,Matematika se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,6,7,3,5,2,4,7,6,2,6,3,6,5,6,5,5,4,6,7,7,5,7,5,6,6,6
w2023_181,2023,2023-03-06,Muž,2002,Dějepis se zaměřením na vzdělávání,,True,6,5,4,6,3,6,6,6,4,4,5,6,6,4,5,6,7,5,5,5,6,6,5,6,5,6
w2023_182,2023,2023-03-06,Muž,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,True,6,7,3,6,6,7,7,7,5,6,6,6,5,6,6,7,7,7,7,5,7,7,7,6,7,7
w2023_183,2023,2023-03-06,Žena,2002,Přírodopis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,6,7,5,3,4,3,7,6,1,6,3,4,6,5,6,7,7,6,6,7,7,7,6,4,7,7
w2023_184,2023,2023-03-06,Žena,2002,Ruský jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,6,4,6,5,5,6,6,3,5,4,4,4,5,3,3,6,6,4,5,5,4,6,7,5,6
w2023_185,2023,2023-03-06,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,False,7,7,4,5,6,6,6,7,5,7,5,5,5,5,3,5,5,5,5,6,5,6,7,7,6,6
w2023_186,2023,2023-03-06,Muž,2000,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,1,7,7,7,7,7,7,6,7,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7
w2023_187,2023,2023-03-06,Žena,2001,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,5,6,6,7,5,7,4,6,6,6,7,6,6,6,6,6,6,6,6,6,5,6,6,6
w2023_188,2023,2023-03-06,Žena,2002,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,False,7,7,4,6,5,7,7,7,3,6,6,6,6,4,3,3,6,5,6,6,7,6,7,7,7,5
w2023_189,2023,2023-03-06,Žena,1985,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,6,5,5,5,7,7,7,2,7,5,6,6,7,6,7,7,5,7,6,6,6,7,7,7,7
w2023_190,2023,2023-03-06,Žena,2001,Dějepis se zaměřením na vzdělávání,Anglický jazyk se zaměřením na vzdělávání,True,6,6,6,5,6,7,7,6,3,7,5,7,7,6,6,7,5,5,6,6,7,7,7,7,7,7
w2023_191,2023,2023-03-06,Žena,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,7,7,5,5,5,7,7,7,3,6,6,5,6,4,3,3,7,4,6,6,5,7,7,7,6,6
w2023_192,2023,2023-03-06,Žena,2002,Přírodopis se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,7,7,5,5,3,7,7,7,3,7,5,5,4,5,5,4,5,5,5,5,4,7,7,7,5,5
w2023_193,2023,2023-03-06,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,7,5,6,5,7,7,7,6,5,6,6,7,4,2,2,7,6,7,6,6,6,6,7,6,6
w2023_194,2023,2023-03-06,Muž,2000,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,False,7,7,7,5,5,7,7,7,1,7,5,5,6,7,6,7,5,2,7,7,7,7,7,7,7,7
w2023_195,2023,2023-03-06,Žena,2002,Speciální pedagogika se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,7,7,5,7,5,7,6,7,6,4,5,6,6,5,4,5,7,5,6,6,6,6,7,7,7,7
w2023_196,2023,2023-03-06,Žena,2000,Anglický jazyk se zaměřením na vzdělávání,,True,6,7,7,6,5,6,7,7,2,6,1,4,6,6,7,6,5,3,6,4,4,6,6,6,4,6
w2023_197,2023,2023-03-07,Žena,1999,Přírodopis se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,True,7,7,3,5,5,7,7,7,5,7,2,7,5,5,7,5,5,5,7,7,5,7,7,7,6,7
w2023_198,2023,2023-03-07,Žena,2001,Speciální pedagogika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,5,5,2,4,4,4,7,5,4,4,2,5,4,4,3,5,6,6,6,6,4,7,5,6,6,4
w2023_199,2023,2023-03-07,Muž,2001,Matematika se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,True,6,6,3,6,4,5,7,7,2,6,3,6,6,6,6,6,6,4,6,6,6,6,4,6,6,6
w2023_200,2023,2023-03-07,Žena,2001,Výtvarná výchova a vizuální tvorba se zaměřením na vzdělávání,,True,7,7,4,3,5,6,7,7,3,4,4,7,7,7,7,7,5,5,7,7,7,7,7,7,7,7
w2023_201,2023,2023-03-07,Žena,2002,Matematika se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,True,7,7,7,6,4,5,5,7,3,4,4,4,4,4,4,7,7,7,4,7,4,7,7,7,7,7
w2023_202,2023,2023-03-07,Žena,2001,Přírodopis se zaměřením na vzdělávání,Matematika se zaměřením na vzdělávání,True,6,7,5,5,6,7,7,7,5,6,5,5,6,7,7,7,7,6,6,5,6,6,4,6,4,7
w2023_203,2023,2023-03-07,Žena,2000,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,6,5,7,6,6,7,7,7,5,5,6,6,5,3,5,6,6,5,6,6,5,7,7,7,5
w2023_204,2023,2023-03-07,Muž,2001,Dějepis se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,True,6,6,6,6,6,4,6,6,4,6,2,6,6,6,3,7,7,5,6,6,6,7,5,6,6,7
w2023_205,2023,2023-03-07,Muž,2002,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Zeměpis se zaměřením na vzdělávání,False,7,7,7,4,5,6,7,7,3,6,6,5,4,5,5,3,6,4,6,6,6,6,7,5,5,4
w2023_206,2023,2023-03-07,Žena,2002,Jiný obor,,True,7,7,5,5,5,4,7,7,5,6,5,6,5,5,6,6,6,5,6,5,5,6,6,5,5,6
w2023_207,2023,2023-03-07,Žena,2002,Hudební výchova se zaměřením na vzdělávání,Český jazyk a literatura se zaměřením na vzdělávání,False,7,7,5,6,6,6,6,5,2,4,5,4,4,2,2,2,5,6,7,7,7,7,6,7,7,7
w2023_208,2023,2023-03-07,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,5,7,4,5,6,7,6,2,6,6,4,6,6,3,5,6,4,5,5,6,7,7,7,6,4
w2023_209,2023,2023-03-07,Muž,2001,Dějepis se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,7,7,5,6,6,6,6,6,6,4,6,5,6,3,4,3,6,5,6,6,6,4,6,5,6,7
w2023_210,2023,2023-03-07,Muž,1999,Hudební výchova se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,6,5,3,6,6,5,7,6,4,5,5,5,6,4,6,6,5,5,6,4,5,6,4,5,5,5
w2023_211,2023,2023-03-07,Žena,2002,Výchova ke zdraví se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,6,6,3,7,7,7,4,7,1,7,6,7,7,4,6,4,6,6,6,7,7,5,6,7
w2023_212,2023,2023-03-07,Žena,2002,Přírodopis se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,False,6,6,5,6,4,5,6,6,3,6,3,5,5,6,7,7,6,6,5,5,5,6,6,6,6,5
w2023_213,2023,2023-03-07,Žena,2001,Pedagogické asistentství přírodopisu pro základní školy,Pedagogické asistentství zeměpisu pro základní školy,False,7,7,4,5,3,4,7,7,1,7,1,6,7,7,7,5,7,5,6,6,6,7,7,7,7,3
w2023_214,2023,2023-03-08,Žena,2001,Ruský jazyk se zaměřením na vzdělávání,,True,7,7,7,4,2,7,7,7,5,7,3,5,6,7,7,7,7,4,7,7,7,7,6,7,7,7
w2023_215,2023,2023-03-08,Muž,2000,Německý jazyk se zaměřením na vzdělávání,,False,6,5,5,7,5,4,7,7,5,7,5,3,4,5,3,3,7,7,7,2,6,5,7,7,4,5
w2023_216,2023,2023-03-08,Muž,1998,Jiný obor,,False,7,7,7,3,5,5,7,7,1,7,3,7,7,7,5,7,5,5,7,7,7,7,7,5,7,7
w2023_217,2023,2023-03-08,Žena,1985,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,4,4,5,7,7,2,7,5,7,7,4,6,6,7,7,7,7,7,7,7,6,7,7
w2023_218,2023,2023-03-08,Žena,1980,Německý jazyk se zaměřením na vzdělávání,,True,6,6,6,6,6,6,7,7,6,6,5,6,6,5,6,7,6,5,6,7,6,5,7,7,7,6
w2023_219,2023,2023-03-09,Žena,2001,Ruský jazyk se zaměřením na vzdělávání,,False,6,7,7,3,4,7,7,7,2,7,4,4,7,7,7,7,6,4,7,7,7,7,7,7,7,7
w2023_220,2023,2023-03-09,Žena,1983,Ruský jazyk se zaměřením na vzdělávání,,True,7,7,7,7,5,7,7,7,4,7,5,6,6,7,7,7,4,4,5,5,5,7,7,5,5,7
w2023_221,2023,2023-03-10,Žena,2000,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,7,5,6,4,6,7,3,4,5,7,7,5,4,6,6,5,6,6,7,7,7,6,6,7
w2023_222,2023,2023-03-12,Žena,2000,Zeměpis se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,False,7,7,7,4,5,7,7,7,3,6,4,6,6,7,6,7,6,6,6,6,6,7,6,6,6,6
w2023_223,2023,2023-03-13,Žena,2002,Český jazyk a literatura se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,False,6,7,4,7,5,6,7,7,6,6,6,7,7,4,3,1,7,5,7,7,7,5,6,7,7,6
w2023_224,2023,2023-03-13,Žena,2001,Český jazyk a literatura se zaměřením na vzdělávání,Přírodopis se zaměřením na vzdělávání,True,7,7,6,5,4,7,7,7,4,7,4,7,6,7,4,6,6,6,6,6,6,5,7,7,6,7
w2023_225,2023,2023-03-13,Žena,2000,Speciální pedagogika se zaměřením na vzdělávání,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,True,7,7,6,4,5,7,7,7,5,7,6,4,4,6,5,6,6,7,5,4,4,6,7,7,5,7
w2023_226,2023,2023-03-14,Žena,2001,Občanská výchova a základy společenských věd se zaměřením na vzdělávání,Dějepis se zaměřením na vzdělávání,False,6,7,4,5,5,5,7,7,4,5,4,5,5,6,4,5,5,5,5,5,5,5,6,6,5,6
w2023_227,2023,2023-03-14,Žena,1973,Německý jazyk se zaměřením na vzdělávání,Německý jazyk se zaměřením na vzdělávání,True,7,7,7,6,4,5,7,5,4,6,2,4,5,7,7,7,7,5,5,5,6,7,6,6,6,7
w2023_228,2023,2023-03-16,Žena,2002,Německý jazyk se zaměřením na vzdělávání,,True,5,5,7,5,5,4,7,7,3,7,6,2,4,7,3,6,6,3,5,6,5,7,6,6,6,5
w2023_229,2023,2023-03-17,Žena,2001,Speciální pedagogika se zaměřením na vzdělávání,Výchova ke zdraví se zaměřením na vzdělávání,False,5,6,4,2,6,6,7,6,2,6,3,6,6,6,4,6,6,6,6,6,5,6,6,6,6,7
w2023_230,2023,2023-03-17,Muž,1999,Anglický jazyk se zaměřením na vzdělávání,,True,6,6,5,7,5,5,7,7,2,5,4,5,4,5,6,5,5,5,5,3,5,6,6,5,5,6
w2023_231,2023,2023-03-17,Žena,2002,Anglický jazyk se zaměřením na vzdělávání,,True,7,7,4,4,2,7,7,7,2,5,6,4,5,5,1,4,7,6,6,7,7,4,7,7,7,7
w2023_232,2023,2023-03-17,Muž,2001,Výchova ke zdraví se zaměřením na vzdělávání,Speciální pedagogika se zaměřením na vzdělávání,True,6,7,6,7,5,5,7,7,4,5,4,7,7,3,7,7,7,4,7,7,7,7,7,7,7,6
w2023_233,2023,2023-03-17,Muž,2002,Matematika se zaměřením na vzdělávání,Hudební výchova se zaměřením na vzdělávání,False,6,7,7,4,5,6,6,7,3,4,5,6,6,5,5,5,4,4,7,7,6,5,6,6,7,5
w2023_234,2023,2023-03-17,Žena,2001,Přírodopis se zaměřením na vzdělávání,Fyzika se zaměřením na vzdělávání,True,7,7,4,3,4,6,6,7,6,5,4,7,7,5,5,4,6,6,5,7,7,6,7,6,5,6
w2023_235,2023,2023-03-20,Žena,1995,Anglický jazyk se zaměřením na vzdělávání,,True,7,5,4,6,4,4,4,3,3,5,4,5,4,6,5,5,6,6,5,5,5,6,6,4,5,7
